"id","userId","status","name","description","categoryId","mapImageIds","mapImageCoverId","mapArImageCoverId","latitude","longitude","address","openingHours","website","phone","price","rating","views","like","dislike","saved","createdAt","updatedAt"
"0019a19e-1414-4a00-9fbe-c6ea764df5bd","cc8f4739-9581-421a-93a7-4c21f935ba78","PUBLISHED","Kolam Renang Way Andak Tubaba","Kolam Renang Way Andak merupakan salah satu destinasi wisata air yang cukup populer di Kabupaten Tulang Bawang Barat (Tubaba), Lampung. Terletak di lokasi yang strategis, kolam renang ini menawarkan kesegaran dan relaksasi bagi pengunjung dari berbagai kalangan.Kolam Renang Way Andak dilengkapi dengan berbagai fasilitas yang menunjang kenyamanan pengunjung, seperti:Tersedia beberapa kolam renang dengan kedalaman yang bervariasi, sehingga cocok untuk semua usia.Terdapat area bermain anak dengan berbagai wahana yang menarik, seperti perosotan dan ayunan.Pengunjung dapat bersantai di gazebo sambil menikmati pemandangan sekitar.Tersedia kantin yang menyediakan berbagai macam makanan dan minuman.Fasilitas toilet dan kamar mandi yang bersih dan memadai.","78c80a91-ae92-4127-89e6-d56c1c1c470d","[""e4681136-bd25-4021-831c-b400681deef4"", ""454ef3c4-2aa6-4173-bf46-ec5397cd04c7"", ""948a4423-4047-4501-961c-deec3e42e00a"", ""d4072b0c-8a17-45db-8c8c-927884a72ced"", ""b44a03bc-035a-4893-89fc-d818f3f9a1a3""]","d4072b0c-8a17-45db-8c8c-927884a72ced","b44a03bc-035a-4893-89fc-d818f3f9a1a3","-4.632472717389383","105.1383950000508","Jl. Raya Mulya Asri, Margo Mulyo, Kec. Tumi Jajar, Kab. Tulang Bawang Barat, Lampung 34693","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""17:00"", ""openingHours"": ""08:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""17:00"", ""openingHours"": ""08:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""17:00"", ""openingHours"": ""08:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""17:00"", ""openingHours"": ""08:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""17:00"", ""openingHours"": ""08:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""17:00"", ""openingHours"": ""08:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""17:00"", ""openingHours"": ""08:00"", ""fullOpeningHours"": false}]","https://radarlampung.disway.id/read/682557/8-wisata-hits-di-tubaba-lampung-nomor-3-memiliki-relief-penghubung-dua-kabupaten","08127949419","35000","4.555555555555555","11","0","0","0","2024-10-03 16:55:01.480","2025-08-04 10:32:52.470"
"00ac3d23-223d-48f8-b6a2-6ec4c6622787","93e42e56-7795-4896-b434-07d4e9651243","PUBLISHED","Pulau Kelapa","Pulau Kelapa adalah surga kecil di tengah Teluk Kiluan, Lampung. Pulau ini menawarkan keindahan alam yang masih perawan dengan pasir putih yang lembut, air laut yang jernih, dan terumbu karang yang berwarna-warni. Pengunjung dapat menikmati pemandangan matahari terbenam yang spektakuler, bersantai di pantai, atau menjelajahi keindahan bawah laut.

Fasilitas:
Area pantai: Luas dan bersih, cocok untuk bersantai atau bermain pasir.
Spot snorkeling dan diving: Terumbu karang yang indah dan beragam biota laut.
Gazebo: Tempat yang nyaman untuk bersantai sambil menikmati pemandangan.
Warung makan: Menawarkan hidangan laut segar.
Toilet umum: Tersedia dalam kondisi bersih.


Aktivitas yang dapat dilakukan:
Snorkeling: Jelajahi keindahan bawah laut dan terumbu karang.
Diving: Bagi penyelam profesional, pulau ini menawarkan spot diving yang menarik.
Berjemur: Nikmati sinar matahari sambil bersantai di pantai.
Memancing: Menangkap ikan segar di sekitar pulau.
Berkemah: (Jika diperbolehkan, tambahkan)
Fotografi: Mengabadikan momen indah dengan latar belakang pulau yang eksotis.","8f6ba969-d3ab-4d75-b8b9-dbc4912f92b2","[""0683b170-5af4-4351-97f0-2a01228ab654"", ""4d7ed63c-fe2c-475e-881e-4d71b7cb7a52"", ""28d00705-ebfe-436f-987e-e19bd5199cc2"", ""e3912698-73b5-4f97-afcb-547da71f223f"", ""013a0e79-566c-4656-a407-cacabed300a7"", ""c94aadb6-5583-4f0b-b863-8990f04ef3c3"", ""ca34fab4-9810-4c49-9297-d66d820e8a15""]","013a0e79-566c-4656-a407-cacabed300a7","ca34fab4-9810-4c49-9297-d66d820e8a15","-5.780868421860001","105.093343484902","639V+C8W Pulau Kiluan, Kiluan Negeri, Kec. Kelumbayan, Kabupaten Tanggamus, Lampung 35379","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}]",NULL,"081369991340","5000","4","9","0","0","0","2024-10-02 08:21:18.915","2025-08-02 08:18:46.931"
"00c19808-79f7-4dc9-9b59-7d5b86aa60b9","93e42e56-7795-4896-b434-07d4e9651243","PUBLISHED","Pantai Karang Putih","Pantai Karang Putih, yang juga dikenal dengan nama Pantai Dok atau Pantai Batu Putih Cukuh Balak, adalah salah satu destinasi wisata pantai yang sangat eksotis di Kabupaten Tanggamus, Lampung. Pantai ini menawarkan keindahan alam yang memukau dengan hamparan pasir putih yang lembut dan bebatuan karang yang unik. Pemandangan matahari terbenam di pantai ini juga sangat indah dan menjadi daya tarik tersendiri bagi para pengunjung.

Fasilitas:
Area parkir: Tersedia area parkir yang cukup luas untuk menampung kendaraan pengunjung.
Warung makan: Terdapat beberapa warung makan yang menyediakan berbagai macam makanan dan minuman.
Toilet umum: Fasilitas toilet umum umumnya tersedia.
Spot foto: Terdapat beberapa spot foto menarik, terutama di area bebatuan karang.


Aktivitas yang dapat dilakukan:
Berenang: Menikmati kesegaran air laut.
Berjemur: Bersantai di tepi pantai sambil menikmati sinar matahari.
Bermain pasir: Membangun istana pasir atau sekadar bermain dengan pasir.
Memancing: Bagi yang menyukai memancing, bisa mencoba memancing di sekitar pantai.
Snorkeling: Menjelajahi keindahan bawah laut (jika kondisi memungkinkan).
Fotografi: Mengabadikan momen indah di pantai dengan kamera.
Hiking: Bagi yang suka tantangan, bisa melakukan hiking di sekitar pantai.","8f6ba969-d3ab-4d75-b8b9-dbc4912f92b2","[""12ff2c6c-bd54-4c0e-846e-a9fb998b9cba"", ""d9763b9b-a5bd-42cd-ba1a-793ddfbe38e1"", ""9458ddd7-f858-4eed-8329-7efaffa89601"", ""edf95eb5-dd6f-4c12-a7af-4f0177b7b689"", ""13775626-4409-4d0b-8a84-f432e1e303e7""]","9458ddd7-f858-4eed-8329-7efaffa89601","13775626-4409-4d0b-8a84-f432e1e303e7","-5.662410972100246","104.8856735877742","8VQP+278, Putih Doh, Cukuh Balak, Tanggamus Regency, Lampung","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}]",NULL,"-","0","3.833333333333333","12","0","0","0","2024-10-02 15:56:21.706","2025-08-15 01:13:50.488"
"0110d2a4-7674-4a48-a46d-0958c0872c24","93e42e56-7795-4896-b434-07d4e9651243","PUBLISHED","Pasar Tradisional Alang-Alang","Pasar Tradisional Alang-Alang adalah pasar tradisional yang terletak di Margasari, Kecamatan Labuhan Maringgai, Kabupaten Lampung Timur, Lampung, Indonesia. Pasar ini buka setiap hari dari pukul 06.00 hingga 12.00 WIB. Pasar tradisional Alang-Alang yang menjual berbagai macam produk, termasuk makanan, pakaian, dan kerajinan tangan.

Fasilitas:
Area parkir
Toilet
Musala","78c80a91-ae92-4127-89e6-d56c1c1c470d","[""d0114096-df46-45dd-8602-6af632125407"", ""b8acaec2-9d2c-48ff-9617-f90111a9be41"", ""6703ef25-a10f-4950-9b1f-386eddabbf18"", ""5987db97-2e52-4186-82b5-7e4c0da7fd6c"", ""76f1c57a-3492-4f76-9ef8-9babac379984"", ""2902d46a-9f05-444d-876a-43e46e6cf2f4"", ""42f78ae8-5869-4c97-8ba8-ecd28ee81ed1""]","6703ef25-a10f-4950-9b1f-386eddabbf18","42f78ae8-5869-4c97-8ba8-ecd28ee81ed1","-5.254800734632754","105.8463224345807","Pasar alang-alang, Margasari, Kec. Labuhan Maringgai, Kabupaten Lampung Timur, Lampung","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""12:00"", ""openingHours"": ""06:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""12:00"", ""openingHours"": ""06:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""12:00"", ""openingHours"": ""06:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""12:00"", ""openingHours"": ""06:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""12:00"", ""openingHours"": ""06:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""12:00"", ""openingHours"": ""06:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""12:00"", ""openingHours"": ""06:00"", ""fullOpeningHours"": false}]",NULL,"-","0","5","21","0","0","0","2024-10-04 01:21:03.143","2025-09-24 13:25:20.297"
"016d8794-0b1a-4d1e-a681-a8247ff796b1","93e42e56-7795-4896-b434-07d4e9651243","PUBLISHED","Gunung Tanggamus","Gunung Tanggamus adalah gunung yang terletak di Kabupaten Tanggamus, Lampung. Gunung ini memiliki ketinggian sekitar 2.158 meter dan merupakan gunung tertinggi di Lampung. Gunung Tanggamus memiliki pemandangan yang indah dan merupakan tempat yang populer untuk hiking dan berkemah.","2b3c4b69-79f0-448e-9e8e-f305e5b05d28","[""b7b23869-295c-4fa0-a511-0323a6ff0c52"", ""14e115c8-f16d-45cd-99a3-53faf005d04b"", ""7e717f9f-5d9b-4cf4-b909-09d301099d4b"", ""00d77f2f-f17e-44cc-8435-5f10ca4473f2"", ""36bda9eb-4a75-4cb1-8cae-3bc542fcef06"", ""8e555049-42c7-432a-9c85-348827a11048"", ""a39e1a0b-5e1e-4dd7-9b89-0e260ae93da5""]","b7b23869-295c-4fa0-a511-0323a6ff0c52","a39e1a0b-5e1e-4dd7-9b89-0e260ae93da5","-5.423463313169511","104.6757075425814","Hutan, Tanggamus Regency, Lampung","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}]",NULL,"-","0","2.8","12","0","0","1","2024-10-03 03:32:21.318","2025-08-02 02:00:55.688"
"01da569f-0513-4f58-88d6-d10b8013457b","0a484aff-e8c6-4629-9963-07c9ae3cdf4b","PUBLISHED","Perengan Anteng","Perengan Anteng adalah tempat wisata yang terletak di Gg. Jati, Karang Anyar, Kec. Jati Agung, Kabupaten Lampung Selatan, Lampung 35365, Indonesia. Tempat ini menawarkan pemandangan yang indah dan suasana yang tenang. Perengan Anteng juga memiliki beberapa fasilitas, seperti tempat makan dan tempat parkir.

Fasilitas:
Tempat makan
Tempat parkir

Aktivitas yang dapat dilakukan:
Menikmati pemandangan
Berfoto
Berjalan-jalan

Jam operasional:
Senin-Jum'at: 09.00-18.00 WIB.
Sabtu-Minggu: 09.00-22.00 WIB.

Tips:
Datanglah lebih awal untuk menghindari keramaian.
Bawalah kamera untuk mengabadikan momen indah di Perengan Anteng.
Nikmatilah suasana yang tenang dan damai di tempat ini.

Tambahan:
Perengan Anteng adalah tempat yang populer untuk berlibur keluarga.
Perengan Anteng juga merupakan tempat yang cocok untuk berfoto pre-wedding.
Perengan Anteng dapat dijangkau dengan kendaraan pribadi.","78c80a91-ae92-4127-89e6-d56c1c1c470d","[""08b1dc98-9902-4941-ab21-cc00a3707da4"", ""dcecb268-1555-4496-b021-df387a1617f5"", ""fa934abc-47bc-4b27-b140-b91d390bfac6"", ""729d8267-6757-4820-98cf-c3b66b12cbd7"", ""83cfb580-da17-4074-a3b3-416a9f925a98""]","dcecb268-1555-4496-b021-df387a1617f5","83cfb580-da17-4074-a3b3-416a9f925a98","-5.295704192615982","105.2901115449558","P73R+638, Gg. Jati, Karang Anyar, Kec. Jati Agung, Kabupaten Lampung Selatan, Lampung 35365","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""22:00"", ""openingHours"": ""09:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""18:00"", ""openingHours"": ""09:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""18:00"", ""openingHours"": ""09:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""18:00"", ""openingHours"": ""09:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""18:00"", ""openingHours"": ""09:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""18:00"", ""openingHours"": ""09:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""22:00"", ""openingHours"": ""09:00"", ""fullOpeningHours"": false}]",NULL,"089632657752","10000","4.5","19","0","0","0","2024-10-04 17:06:54.969","2025-10-20 08:18:40.629"
"01f828ab-2013-4654-97e9-3788c3526b72","0a484aff-e8c6-4629-9963-07c9ae3cdf4b","PUBLISHED","Air Terjun Way Kalam","Air Terjun Way Kalam adalah destinasi wisata alam yang menawarkan keindahan air terjun dengan suasana yang masih asri. Tersembunyi di tengah pepohonan hijau, air terjun ini menjadi tempat yang sempurna untuk melepas penat dan menikmati keindahan alam.

Fasilitas:
Area parkir: Cukup luas untuk menampung kendaraan pengunjung.
Jalur trekking: Jalur setapak menuju air terjun dengan pemandangan yang indah.
Warung makan: Menjual makanan dan minuman ringan.
Toilet umum: Tersedia untuk kenyamanan pengunjung.
Spot foto: Beberapa spot menarik untuk berfoto dengan latar belakang air terjun.

Aktivitas yang Dapat Dilakukan:
Berenang: Berenang di kolam alami di bawah air terjun (jika memungkinkan dan aman).
Trekking: Menjelajahi alam sekitar dan menikmati pemandangan.
Berkemah: Bagi yang ingin menginap, bisa berkemah di area yang telah disediakan (jika ada).
Piknik: Bersantai sambil menikmati pemandangan alam.
Fotografi: Mengabadikan keindahan air terjun dan alam sekitarnya.

Jam Operasional:
Buka setiap hari: 24 jam, namun disarankan untuk berkunjung pada pagi atau sore hari untuk menghindari cuaca yang terlalu panas.

Tips:
Bawa perlengkapan lengkap: Seperti pakaian ganti, sandal, topi, sunscreen, dan kamera.
Jaga kebersihan: Buang sampah pada tempatnya dan jangan merusak lingkungan sekitar.
Hati-hati saat beraktivitas: Terutama saat berenang dan trekking, pastikan kondisi fisik fit dan perhatikan keselamatan.","8f6ba969-d3ab-4d75-b8b9-dbc4912f92b2","[""fbc553aa-8340-428f-b484-16bff2de25c7"", ""cb6dc05a-a712-4307-8656-301e4fd9189b"", ""c68c69d3-f7bd-4d63-b6b1-5981b78daba7"", ""99dfb955-4c83-406e-8c18-3cebbbf91c90"", ""d7f0e421-5721-4ea6-8509-38b44b295b58""]","fbc553aa-8340-428f-b484-16bff2de25c7","d7f0e421-5721-4ea6-8509-38b44b295b58","-5.77380281447412","105.6642188274123","Way Kalam, Penengahan, Lampung Selatan, Lampung 35592","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}]",NULL,"-","15000","3.666666666666667","8","0","0","0","2024-10-02 07:31:50.521","2025-10-07 08:23:09.881"
"021e2259-453f-48e9-a0b1-07a5a32e5eef","2cfd292d-9c04-4a64-8f6f-9d1eb157af0a","PUBLISHED","Taman Wisata BMJ","Taman Wisata BMJ Gading Rejo Pringsewu ini berkonsep taman wisata untuk keluarga. Menonjolkan nuansa alam dan tradisional di Kampung Bina Jaya Mandiri (BMJ).

Fasilitas:
Saung Pertemuan Jabon, Samama Waroeng Kopi Ndeso, dan lainnya.

Aktivitas:
Pertemuan penting, menikmati keindahaan sekitar, bermain","78c80a91-ae92-4127-89e6-d56c1c1c470d","[""26ae7b80-1e3f-42b9-a33d-2ec79e0bf8dc"", ""5705ffb5-2d76-4fce-81f7-5d9723d6b23b"", ""3e3e63a3-5fa6-4980-8d46-b33e8e4d782e"", ""66176362-8561-4b9e-b9c4-8c16bc6d61d2"", ""f9723336-eab9-454d-9cef-89b44173e70f"", ""c2161263-8fea-4d86-9dc1-74c1d6286e5b"", ""37d156fd-25cd-43fd-8a9a-ec41521edc87""]","5705ffb5-2d76-4fce-81f7-5d9723d6b23b","37d156fd-25cd-43fd-8a9a-ec41521edc87","-5.378561728994894","105.0529975658406","J393+F9G, Wonodadi, Gading Rejo, Pringsewu Regency, Lampung 35367","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}]",NULL,"-","5000","3.666666666666667","1","0","0","0","2024-10-02 17:52:33.741","2025-08-02 09:18:53.643"
"02665ab7-06a2-4fae-b046-7f0d50a896ba","cc8f4739-9581-421a-93a7-4c21f935ba78","PUBLISHED","Danau Lebak Napan Jaya","Danau Lebak Napan Jaya adalah sebuah destinasi wisata alam yang menarik di Kabupaten Tulang Bawang Barat, Lampung. Danau ini menawarkan keindahan alam yang masih asri dan suasana yang tenang, menjadikannya tempat yang sempurna untuk melepas penat dan menikmati keindahan alam.Salah satu daya tarik utama Danau Lebak Napan Jaya adalah keindahan alamnya yang masih alami. Air danau yang jernih memantulkan langit biru, dikelilingi oleh pepohonan hijau yang rimbun. Suasana yang tenang dan sejuk membuat pengunjung merasa nyaman dan betah berlama-lama di sini.Selain menikmati keindahan alam, pengunjung juga dapat melakukan berbagai aktivitas menarik di sekitar Danau Lebak Napan Jaya, seperti:

Memancing: Bagi para penggemar memancing, danau ini menawarkan spot memancing yang menarik dengan berbagai jenis ikan yang bisa didapatkan.
Berkemah: Bagi yang ingin merasakan sensasi berkemah di alam bebas, area sekitar danau menyediakan tempat yang cocok untuk mendirikan tenda.
Piknik: Membawa bekal dan menggelar tikar di tepi danau sambil menikmati pemandangan adalah salah satu cara yang menyenangkan untuk menghabiskan waktu bersama keluarga atau teman.
Berjalan-jalan: Menjelajahi area sekitar danau sambil menikmati udara segar dan pemandangan alam yang indah.","8f6ba969-d3ab-4d75-b8b9-dbc4912f92b2","[""571ea802-908a-42ab-8b2c-300f0edfd8f8"", ""0037454d-60b5-416d-967f-9aeb4f83b50c"", ""4e622c38-009a-4b87-be69-1d86aa75fb04"", ""2fe6d52c-36d6-47ee-8b9a-3d5057f0770f"", ""b15a4db2-9de6-446d-a110-30359b1a9d92""]","0037454d-60b5-416d-967f-9aeb4f83b50c","b15a4db2-9de6-446d-a110-30359b1a9d92","-4.386725766587055","105.009499412714","J265+VWH, Toto Wonodadi, batu putih, West Tulang Bawang Regency, Lampung 34683","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": true, ""dayIndex"": 1, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": false}, {""closed"": true, ""dayIndex"": 2, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": false}, {""closed"": true, ""dayIndex"": 3, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": false}, {""closed"": true, ""dayIndex"": 4, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": false}, {""closed"": true, ""dayIndex"": 5, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": false}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}]","https://www.medianasional.id/kota-uluan-nughik-tubaba-adalah-ruang-hidup-masyarakat-di-masa-depan/","-","15000","5","5","0","0","0","2024-10-03 14:38:56.641","2025-09-24 02:02:34.214"
"02f5a6c2-5ceb-4d57-a7de-943ccbfc3aed","cc8f4739-9581-421a-93a7-4c21f935ba78","PUBLISHED","Taman Kura-Kura Tubaba","Taman Kura-Kura Tubaba adalah sebuah taman wisata yang terletak di Kabupaten Tulang Bawang Barat, Provinsi Lampung, Indonesia. Taman ini merupakan salah satu destinasi wisata yang populer di daerah tersebut, terutama bagi keluarga dan anak-anak.

Taman ini memiliki berbagai fasilitas, seperti:

Kolam kura-kura: Taman ini memiliki kolam-kolam besar yang dihuni oleh berbagai jenis kura-kura, baik kura-kura darat maupun air. Pengunjung dapat melihat dan berinteraksi dengan hewan-hewan ini dari dekat.
Taman bermain: Taman ini juga dilengkapi dengan berbagai fasilitas bermain untuk anak-anak, seperti ayunan, perosotan, dan jungkat-jungkit.
Area piknik: Taman ini memiliki area piknik yang nyaman untuk pengunjung yang ingin menikmati makanan dan minuman bersama keluarga atau teman-teman.
Restoran: Taman ini juga memiliki beberapa restoran yang menyajikan berbagai jenis makanan dan minuman.
Taman Kura-Kura Tubaba merupakan tempat yang cocok untuk menghabiskan waktu bersama keluarga atau teman-teman. Taman ini menawarkan suasana yang tenang dan nyaman, serta berbagai aktivitas yang dapat dinikmati oleh semua usia.","78c80a91-ae92-4127-89e6-d56c1c1c470d","[""c6622a62-1847-4513-9ef9-8fb386806e0d"", ""c0b73217-a337-4492-8d28-c59ec0456b08"", ""6b6ca443-0df1-4166-bc6e-f7525a0106a0"", ""c7d1faf4-0aec-4887-88af-40c0c7089397"", ""dbbcf775-29fc-46e6-9bbb-699d68b99a51""]","c7d1faf4-0aec-4887-88af-40c0c7089397","dbbcf775-29fc-46e6-9bbb-699d68b99a51","-4.563096847767919","105.1111277525548","C4P6+MFR, Tirta Kencana, agrobisnis, West Tulang Bawang Regency, Lampung 34693","[{""closed"": false, ""dayIndex"": 0, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 1, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 2, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 3, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 4, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 5, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}, {""closed"": false, ""dayIndex"": 6, ""closingHours"": ""00:00"", ""openingHours"": ""00:00"", ""fullOpeningHours"": true}]","https://www.gunungraja.com/2019/03/15-tempat-wisata-di-tulang-bawang-barat.html","-","5000","5","7","0","0","0","2024-10-03 14:07:33.498","2025-10-22 10:19:29.925"
